draw,model_family,bootstrap_frontier_momentum_heuristic_index,bootstrap_rank,method,analysis_captured_at
15,Cohere,30.46,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Qwen,79.29,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,GPT,80.43,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Mistral,53.32,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Claude,54.86,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Llama,52.39,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,DeepSeek,53.7,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Gemini,49.4,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Gemma,47.67,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Phi,31.29,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Grok,33.97,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Command,21.87,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
16,Cohere,4.94,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Qwen,81.31,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,GPT,76.46,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Mistral,58.51,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Claude,58.4,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Llama,53.01,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,DeepSeek,53.39,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Gemini,49.17,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Gemma,44.32,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Phi,34.02,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Grok,24.8,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Command,21.24,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
17,Cohere,11.34,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Qwen,78.52,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,GPT,75.76,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Mistral,52.74,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Claude,57.82,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Llama,54.62,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,DeepSeek,57.01,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Gemini,50.22,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Gemma,49.13,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Phi,35.97,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Grok,32.89,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Command,22.53,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
18,Cohere,28.81,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Qwen,78.64,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,GPT,77.91,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Mistral,57.02,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Claude,54.16,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Llama,55.47,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,DeepSeek,55.03,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Gemini,48.18,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Gemma,47.22,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Phi,35.73,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Grok,23.35,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Command,23.97,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
19,Cohere,0.42,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Qwen,79.42,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,GPT,79.49,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Mistral,57.48,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Claude,51.1,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Llama,56.09,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,DeepSeek,53.8,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Gemini,54.48,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Gemma,50.59,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Phi,39.55,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Grok,26.09,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Command,25.1,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
20,Cohere,24.15,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,Qwen,79.78,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,GPT,78.48,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,Mistral,54.34,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,Claude,55.07,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,Llama,49.91,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,DeepSeek,52.15,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,Gemini,50.8,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,Gemma,39.35,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
21,Phi,32.01,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
